institution,type,doi,photo_article_title,photo_journal_title,photo_journal_volume,photo_journal_issue,photo_journal_year,photo_journal_inclusive_pages,photo_article_author,transaction_status,transaction_date,issn,base_fee,lending_library,reason_for_cancellation,call_number,location,maxcost,document_type,system_id,ifm_cost,copyright_payment_method,ccc_number,copyright_comp,article_title,journal_title,volume,issue,year,pages,article_author,x_1,cited_in,creation_date,photo_item_publisher,notes_on_access,notes,randon_number_generator,journal_volume,journal_issue,journal_year,journal_inclusive_pages,status,doi_input,doi_present,oabutton_query,oabutton_queryname,oabutton_match,oabutton_url,oabutton_type,oabutton_source,oabutton_title,oabutton_oa_result
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42678.19633518518,2222-9973,NA,LLB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Iraqi Novel and the Christians of Iraq,Journal of Levantine studies.,4,2,2014,NA,"Zeidel, Ronen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://levantine-journal.org/product/the-iraqi-novel-and-the-christians-of-iraq/,0,The Iraqi Novel and the Christians of Iraq,title,TITLE:The Iraqi Novel and the Christians of Iraq,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1001/jamainternmed.2017.1598,NA,NA,NA,NA,NA,NA,NA,NA,42951.17597986111,2168-6106,NA,OPU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Variation in Emergency Department vs Internal Medicine Excess Charges in the United States,JAMA internal medicine.,Online First,NA,2017,NA,Tim Xu; Angela Park; Ge Bai; et al,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1001/jamainternmed.2017.1598,1,10.1001/jamainternmed.2017.1598,doi,https://doi.org/10.1001/jamainternmed.2017.1598,http://europepmc.org/articles/PMC5818801,article,eupmc,NA,oa_found
PSU,borrow,10.1108/EUM0000000005434,NA,NA,NA,NA,NA,NA,NA,NA,42910.20370061343,0264-0473,NA,XFF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The cataloger's workstation in the electronic library environment,"The electronic library : the international journal for minicomputer, microcomputer, and software applications in libraries.",19,2,2001,78-83,"Khurshid, Zahiruddin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1108/EUM0000000005434,1,10.1108/EUM0000000005434,doi,https://doi.org/10.1108/EUM0000000005434,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1515/IJAMH.2006.18.3.363,NA,NA,NA,NA,NA,NA,NA,NA,42687.19672175926,0334-0139,NA,IAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spirituality as a positive youth development construct: Conceptual bases and implications for curriculum development,International journal of adolescent medicine and health.,18,3,2006,363-370,"Lau, Patrick SY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1515/IJAMH.2006.18.3.363,1,10.1515/IJAMH.2006.18.3.363,doi,https://doi.org/10.1515/IJAMH.2006.18.3.363,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1093/library/s6-14.1.12,NA,NA,NA,NA,NA,NA,NA,NA,42940.16891443287,0024-2160,NA,ORU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas Pavier, Publisher, 1600-25",The Library.,14 (series 6),1,1992,12-50,Gerald D. Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1093/library/s6-14.1.12,1,10.1093/library/s6-14.1.12,doi,https://doi.org/10.1093/library/s6-14.1.12,https://academic.oup.com/library/article-abstract/s6-14/1/12/940731?redirectedFrom=PDF,article,oadoi,NA,oa_found
PSU,borrow,10.1080/02589009308729547,NA,NA,NA,NA,NA,NA,NA,NA,42904.197052233794,0258-9001,NA,AD#,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The politics of national security in Botswana: 1900–1990,Journal of contemporary African studies : JCAS.,12,1,1993,40-56,"Dale, Richard",NA,Letchworth [England] : British Psychological Society,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/02589009308729547,1,10.1080/02589009308729547,doi,https://doi.org/10.1080/02589009308729547,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1215/10407391-3340396,NA,NA,NA,NA,NA,NA,NA,NA,42679.1963784375,1040-7391,NA,HTM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Red Detachment of Women: Revolutionary Melodrama and Alternative Socialist Imaginations,Differences.,26,3,2015,116-,X Liu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1215/10407391-3340396,1,10.1215/10407391-3340396,doi,https://doi.org/10.1215/10407391-3340396,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1002/047084289X.rc135,NA,NA,NA,NA,NA,NA,NA,NA,42611.1969258449,9780470842898,NA,ORC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N-Chloromorpholine,E-EROS encyclopedia of reagents for organic synthesis.,NA,NA,2001,NA,"Sard, Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1002/047084289X.rc135,1,10.1002/047084289X.rc135,doi,https://doi.org/10.1002/047084289X.rc135,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1007/s10845-014-0930-7,NA,NA,NA,NA,NA,NA,NA,NA,42801.19727172454,0956-5515,NA,NTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An integrated approach to concept evaluation in a new product development,Journal of intelligent manufacturing.,27,5,2016,991-1005,"Ayağ, Zeki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s10845-014-0930-7,1,10.1007/s10845-014-0930-7,doi,https://doi.org/10.1007/s10845-014-0930-7,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42898.20375054398,1045-8395,NA,ASB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed head injury,Journal of behavioral optometry.,22,3,2011,NA,"Taub, Marc",NA,"New York, NY : Elsevier Science Pub. Co., ©1991-",NA,NA,Cannot locate online access,NA,NA,NA,NA,NA,NA,NA,NA,0,Closed head injury,title,TITLE:Closed head injury,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1016/0098-2997(80)90001-1,NA,NA,NA,NA,NA,NA,NA,NA,42842.19971767361,0098-2997,NA,IBS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nonshivering thermogenesis in the newborn,Molecular aspects of medicine.,3,3,1980,119-223,"Cannon, Barbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/0098-2997(80)90001-1,1,10.1016/0098-2997(80)90001-1,doi,https://doi.org/10.1016/0098-2997(80)90001-1,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1016/S0168-583X(01)01162-4,NA,NA,NA,NA,NA,NA,NA,NA,42763.20972453704,0168-583X,NA,NTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Binary theory of electronic stopping,"Nuclear instruments & methods in physics research. Section B, Beam interactions with materials and atoms.",195,1,2002,64-90,"Sigmund, Peter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/S0168-583X(01)01162-4,1,10.1016/S0168-583X(01)01162-4,doi,https://doi.org/10.1016/S0168-583X(01)01162-4,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.3928/02793695-20160420-07,NA,NA,NA,NA,NA,NA,NA,NA,42715.204863657404,0279-3695,NA,OPU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helping war veterans with posttraumatic stress disorder: Incarcerated individuals' role in therapeutic animal programs.,Journal of psychosocial nursing and mental health services.,54,5,2016,49-57,Gennifer Furst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3928/02793695-20160420-07,1,10.3928/02793695-20160420-07,doi,https://doi.org/10.3928/02793695-20160420-07,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42799.18324722222,0007-3725,NA,IGA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Multi-family housing,Buildings.,75,NA,1981,66-,NA,NA,NA,NA,NA,Cannot locate online access,NA,NA,NA,NA,NA,NA,NA,NA,0,Multi-family housing,title,TITLE:Multi-family housing,http://europepmc.org/backend/ptpmcrender.fcgi?accid=PMC4546567&blobtype=pdf,article,eupmc,NA,oa_found
PSU,borrow,10.1001/jamapsychiatry.2015.1933,NA,NA,NA,NA,NA,NA,NA,NA,42812.17690309027,2168-622X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Effect of the Garrett Lee Smith Memorial Suicide Prevention Program on suicide attempts among youths,JAMA psychiatry,72,11,2015,1143-,"Godoy Garraza, Lucas; Walrath, Christine; Goldston, David B.; Reid, Hailey; McKeon, Richard",NA,"[Whittier, Calif. : Mythopoeic Society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1001/jamapsychiatry.2015.1933,1,10.1001/jamapsychiatry.2015.1933,doi,https://doi.org/10.1001/jamapsychiatry.2015.1933,https://archpsyc.jamanetwork.com/journals/psych/articlepdf/2461739/yoi150060.pdf,article,oadoi,NA,oa_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42863.19356516204,NA,NA,ESR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Application of behavioral knowledge to conservation,International journal of comparative psychology /,16,2,2003,NA,Swaisgood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://escholarship.org/uc/item/40g5k8cq,0,Application of behavioral knowledge to conservation,title,TITLE:Application of behavioral knowledge to conservation,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42700.17643206019,0210-4466,NA,CLU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Experimental science and research in the books on zoology in the Philip II collection in the Library of the Escorial: a new analysis],Asclepio : archivo iberoamericano de historia de la medicina y antropología médica.,44,1,1992,191-213,"Checa Cremades, J L",NA,"[Pleasantville, N.Y., etc., The Reader's Digest Association]",NA,NA,Cannot locate online access,NA,NA,NA,NA,NA,NA,NA,NA,0,[Experimental science and research in the books on zoology in the Philip II collection in the Library of the Escorial: a new analysis],title,TITLE:[Experimental science and research in the books on zoology in the Philip II collection in the Library of the Escorial: a new analysis],NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42696.1970940162,0300-5038,NA,HNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The influence of occupational and environmental asbestos exposure on the incidence of malignant mesothelioma in Connecticut.,IARC scientific publications.,NA,30,1980,655-660,"Lewinsohn, H C",NA,NA,NA,NA,Cannot locate online access,NA,NA,NA,NA,NA,NA,NA,NA,0,The influence of occupational and environmental asbestos exposure on the incidence of malignant mesothelioma in Connecticut.,title,TITLE:The influence of occupational and environmental asbestos exposure on the incidence of malignant mesothelioma in Connecticut.,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1093/oxfordhb/9780199945474.001.0001,NA,NA,NA,NA,NA,NA,NA,NA,42674.175335416665,0199945470,NA,ORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human Prosocial Motivation and the Maintenance of Social Order,The Oxford handbook of behavioral economics and the law /,NA,NA,2014,NA,"Zamir, Eyal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1093/oxfordhb/9780199945474.001.0001,1,10.1093/oxfordhb/9780199945474.001.0001,doi,https://doi.org/10.1093/oxfordhb/9780199945474.001.0001,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42902.20390185185,0026-4075,NA,MNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Israel Defence Forces experiences with treatment of POWs and families: An innovative multifaceted treatment model.,Military medicine.,158,6,1993,376-378,"Margalit, Chaim; Ezion, Talia; Rabinowitz, Stanley; Guri, Shaul; Ribak, J.",NA,NA,NA,NA,Cannot locate online access,NA,NA,NA,NA,NA,NA,NA,NA,0,Israel Defence Forces experiences with treatment of POWs and families: An innovative multifaceted treatment model.,title,TITLE:Israel Defence Forces experiences with treatment of POWs and families: An innovative multifaceted treatment model.,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1007/s11457-015-9136-1,NA,NA,NA,NA,NA,NA,NA,NA,42790.21064695602,1557-2285,NA,ESR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Critique of Practical Archaeology: Underwater Cultural Heritage and Best Practices,Journal of maritime archaeology.,10,1,2015,29-44,"Secci, Massimiliano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s11457-015-9136-1,1,10.1007/s11457-015-9136-1,doi,https://doi.org/10.1007/s11457-015-9136-1,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42948.18292885416,0018-2281,NA,MTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prostitution in ancient Rome,Historia.,NA,601,1997,38-43,"Salles, C.",NA,NA,NA,NA,Cannot locate online access,NA,NA,NA,NA,NA,NA,NA,NA,0,Prostitution in ancient Rome,title,TITLE:Prostitution in ancient Rome,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1089/088922202320935401,NA,NA,NA,NA,NA,NA,NA,NA,42794.20385304398,0889-2229,NA,SAG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scaling HIV vaccine attitudes among gay men in Sydney, Australia.",AIDS research and human retroviruses.,18,18,2002,1333-1337,"Van De Ven, Paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1089/088922202320935401,1,10.1089/088922202320935401,doi,https://doi.org/10.1089/088922202320935401,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42811.169919444445,1396-1160,NA,VPI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Where's the Story? Notes on Telling Stories Cinematically,P.o.v.,18,NA,2004,53-60,"Kau, Edvin Vestergaard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://pov.imv.au.dk/Issue_18/section_1/artc7A.html,0,Where's the Story? Notes on Telling Stories Cinematically,title,TITLE:Where's the Story? Notes on Telling Stories Cinematically,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1109/ROMAN.2014.6926361,NA,NA,NA,NA,NA,NA,NA,NA,42617.204035104165,9781479967636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Towards dialogue dimensions for a robotic tutor in collaborative learning scenarios,"2014 IEEE RO-MAN : the 23rd IEEE International Symposium on Robot and Human Interactive Communication : August 25-29, 2014 Edinburgh, Scotland, UK",NA,NA,2014,862-867,"Patrícia Alves-Oliveira , Srinivasan Janarthanam ; Ana Candeias ; Amol Deshmukh ; Tiago Ribeiro ; He",NA,[Amsterdam] : Elsevier Ltd. : ScienceDirect [distributor],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1109/ROMAN.2014.6926361,1,10.1109/ROMAN.2014.6926361,doi,https://doi.org/10.1109/ROMAN.2014.6926361,http://eprints.gla.ac.uk/160838/1/160838.pdf,article,oadoi,NA,oa_found
PSU,borrow,10.1159/000342903,NA,NA,NA,NA,NA,NA,NA,NA,42672.175243749996,1420-8008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Education and Support Groups for Individuals with Primary Progressive Aphasia (PPA) and their Families,Dementia and geriatric cognitive disorders.,34,Suppl 1,2012,122,"Wieneke, Christina",NA,"Ottawa : Dept. of English, University of Ottawa, ©1978-c2004.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1159/000342903,1,10.1159/000342903,doi,https://doi.org/10.1159/000342903,https://www.karger.com/Article/Pdf/342903,article,oadoi,NA,oa_found
PSU,borrow,10.1057/9780230307087_10,NA,NA,NA,NA,NA,NA,NA,NA,42693.1761378125,0230275478,NA,HTM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unbecoming: Queer Negativity/Radical Passivity,"Sex, gender and time in fiction and culture /",NA,NA,2011.,173-194,"Halberstam, Judith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1057/9780230307087_10,1,10.1057/9780230307087_10,doi,https://doi.org/10.1057/9780230307087_10,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42794.68357248842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nutrient uptake by conifer seedlings as influenced by root CEC and competing species,Nutrient uptake by conifer seedlings as influenced by root CEC and competing species,NA,NA,1971,NA,"Schöne, Dieter Hans-Friedrich.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/k930c073x,0,Nutrient uptake by conifer seedlings as influenced by root CEC and competing species,title,TITLE:Nutrient uptake by conifer seedlings as influenced by root CEC and competing species,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.7326/0003-4819-93-1-115,NA,NA,NA,NA,NA,NA,NA,NA,42892.18266866898,0003-4819,NA,ORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Openness between gay persons and health professionals,Annals of internal medicine.,93,1,1980,115-119,"Dardick, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7326/0003-4819-93-1-115,1,10.7326/0003-4819-93-1-115,doi,https://doi.org/10.7326/0003-4819-93-1-115,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1093/jeg/lbi002,NA,NA,NA,NA,NA,NA,NA,NA,42743.187858067125,1468-2702,NA,ORC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The economic value of cultural diversity: evidence from US cities,Journal of economic geography.,6,1,2006,9-44,"Ottaviano, G IP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1093/jeg/lbi002,1,10.1093/jeg/lbi002,doi,https://doi.org/10.1093/jeg/lbi002,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42825.1940537037,NA,NA,NTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Modern English Painters. By Lord David Cecil (Book Review),The Nation and the athenaeum.,33,23,1923,718-,",",NA,NA,NA,NA,Cannot locate online access,NA,NA,NA,NA,NA,NA,NA,NA,0,Modern English Painters. By Lord David Cecil (Book Review),title,TITLE:Modern English Painters. By Lord David Cecil (Book Review),NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42716.19796535879,0004-301X,NA,CGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Performing bodies: self portraits,Art and Australia.,43,3,2006,406-413,"Bond, Tony",NA,"Jan. 2001-Dec. 2009 : Maywood, NJ : The Society, ©2001-",NA,NA,Cannot locate online access,NA,NA,NA,NA,NA,NA,NA,NA,0,Performing bodies: self portraits,title,TITLE:Performing bodies: self portraits,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.2174/138161206777698819,NA,NA,NA,NA,NA,NA,NA,NA,42602.18279267361,1381-6128,NA,NRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Effects of Modafinil on Cognitive Performance and Alertness During Sleep Deprivation,Current pharmaceutical design.,12,20,2006,2457-2471,"Wesensten, Nancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2174/138161206777698819,1,10.2174/138161206777698819,doi,https://doi.org/10.2174/138161206777698819,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1080/21604851.2016.1142813,NA,NA,NA,NA,NA,NA,NA,NA,42841.19967642361,2160-4851,NA,VVS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Exposed social flesh: Toward an embodied fat pedagogy,Fat studies : an interdisciplinary journal of body weight and society.,6,1,2016,17-37,Deborah McPhail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/21604851.2016.1142813,1,10.1080/21604851.2016.1142813,doi,https://doi.org/10.1080/21604851.2016.1142813,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.5539/elt.v8n3p185,NA,NA,NA,NA,NA,NA,NA,NA,42745.18791797454,1916-4742,NA,NRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Analysis of Spelling Errors of Saudi Beginner Learners of English Enrolled in an Intensive English Language Program,English language teaching.,8,3,2015,185-192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5539/elt.v8n3p185,1,10.5539/elt.v8n3p185,doi,https://doi.org/10.5539/elt.v8n3p185,http://www.ccsenet.org/journal/index.php/elt/article/download/45427/24630,article,oadoi,NA,oa_found
PSU,borrow,10.1007/s11528-016-0091-y,NA,NA,NA,NA,NA,NA,NA,NA,42805.211327199075,8756-3894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Substitution Augmentation Modification Redefinition (SAMR) Model: a Critical Review and Suggestions for its Use,TechTrends : for leaders in education & training,60,5,2016,433-441,"Hamilton E.R., Rosenberg, J.M., &amp; Akcaoglu, M.",NA,"New York : Guilford Press, ©2011.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s11528-016-0091-y,1,10.1007/s11528-016-0091-y,doi,https://doi.org/10.1007/s11528-016-0091-y,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.18001/TRS.2.4.2,NA,NA,NA,NA,NA,NA,NA,NA,42902.203901932866,2333-9748,NA,UMC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Variability in puff topography and exhaled CO in waterpipe tobacco smoking,Tobacco regulatory science.,2,4,2016,301-308,"Kim, Hyoshin; Brinkman, Marielle C.; Sharma, Eva; Gordon, Sydney M.; Clark, Pamela I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.18001/TRS.2.4.2,1,10.18001/TRS.2.4.2,doi,https://doi.org/10.18001/TRS.2.4.2,http://europepmc.org/backend/ptpmcrender.fcgi?accid=PMC5489127&blobtype=pdf,article,eupmc,NA,oa_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42748.20235436343,NA,NA,HTM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Women in the Kinship System of the Southern Sung Upper Class,Historical reflections. Réflexions historiques.,8,NA,1981,173-205,"Ebrey, Patricia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.jstor.org/stable/41298763,0,Women in the Kinship System of the Southern Sung Upper Class,title,TITLE:Women in the Kinship System of the Southern Sung Upper Class,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1016/j.psc.2016.10.010,NA,NA,NA,NA,NA,NA,NA,NA,42938.18975763889,0193-953X,NA,OPU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group Psychotherapy with Transgender and Gender Nonconforming Adults: Evidence-Based Practice Applications,The Psychiatric clinics of North America.,40,1,2017,157-175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.psc.2016.10.010,1,10.1016/j.psc.2016.10.010,doi,https://doi.org/10.1016/j.psc.2016.10.010,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4955658/,article,base,NA,oa_found
PSU,borrow,10.1016/B978-0-12-385861-0.00001-4,NA,NA,NA,NA,NA,NA,NA,NA,42867.17287928241,1076-5670,NA,ORC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Two-Dimensional Fourier Transforms in Polar Coordinates,Advances in imaging and electron physics.,165,NA,2011,1-45,"Baddour, Natalie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/B978-0-12-385861-0.00001-4,1,10.1016/B978-0-12-385861-0.00001-4,doi,https://doi.org/10.1016/B978-0-12-385861-0.00001-4,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1080/09540968809387483,NA,NA,NA,NA,NA,NA,NA,NA,42728.18024421296,0954-0962,NA,UMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strategic planning: Big wins and small wins,Public money & management.,8,3,1988,11-15,John Bryson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/09540968809387483,1,10.1080/09540968809387483,doi,https://doi.org/10.1080/09540968809387483,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42706.183633368055,1403-5715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joiker med ett motiv - en etnosentrisk misforståelse?,STM online,15,NA,2012,NA,"Graff, Ola",NA,[Place of publication not identified] : Elsevier Inc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://openmusiclibrary.org/article/550419/,0,Joiker med ett motiv - en etnosentrisk misforståelse?,title,TITLE:Joiker med ett motiv - en etnosentrisk misforståelse?,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1007/s10346-016-0684-8,NA,NA,NA,NA,NA,NA,NA,NA,42815.19091924768,1612-510X,NA,NTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rock slope response to strong earthquake shaking,Landslides.,14,1,2017,249–268,"C. Massey, F. Della PasquaC. HoldenA. KaiserL. RichardsJ. WartmanM. J. McSaveneyG. ArchibaldM. Yetto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s10346-016-0684-8,1,10.1007/s10346-016-0684-8,doi,https://doi.org/10.1007/s10346-016-0684-8,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42924.1828503125,0924-0608,NA,ORC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alternative Development and Supply Side Control in the Drug Industry: The Bolivian Experience,Revista europea de estudios latinoamericanos y del Caribe = European review of Latin American and Caribbean studies.,NA,64,1998,7-26,",",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.jstor.org/stable/25675777,0,Alternative Development and Supply Side Control in the Drug Industry: The Bolivian Experience,title,TITLE:Alternative Development and Supply Side Control in the Drug Industry: The Bolivian Experience,NA,NA,NA,NA,oa_not_found
PSU,borrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,42673.203068090275,0035-2381,NA,WUG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Principes d'edition des collections canoniques,Revue d'histoire ecclésiastique.,66,NA,1971,125-136,Gerard Fransen,NA,NA,NA,NA,online access starts at 2001,NA,NA,NA,NA,NA,NA,NA,NA,0,Principes d'edition des collections canoniques,title,TITLE:Principes d'edition des collections canoniques,NA,NA,NA,NA,oa_not_found
PSU,borrow,10.1007/s10851-010-0227-1,NA,NA,NA,NA,NA,NA,NA,NA,42892.18266709491,0924-9907,NA,NTD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Periodic plus smooth image decomposition,Journal of mathematical imaging and vision.,39,2,2011,161-179,"Moisan, Lionel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s10851-010-0227-1,1,10.1007/s10851-010-0227-1,doi,https://doi.org/10.1007/s10851-010-0227-1,https://core.ac.uk/download/pdf/52197299.pdf,article,core,NA,oa_found
